id,price
0,6.975094526058781
1,8.292541700594505
2,7.705631373272052
3,8.426448826105405
4,9.774240318289216
5,8.391466841228569
6,6.1675485649052835
7,9.227033345787138
8,8.719455734371792
9,9.130026834292401
10,8.34650511073786
11,7.50216257461884
12,9.369799492075693
13,7.840116007938376
14,9.631887422308003
15,7.040476761105146
16,6.511538385828976
17,6.508361052320901
18,8.589190924312712
19,8.283441727993972
20,6.986339149126352
21,6.424799156395943
22,9.430243290773593
23,7.340881269201985
24,8.954508939327301
25,6.41945577655617
26,7.79769005259673
27,8.025311547298834
28,6.281713695896125
29,9.02226323253346
30,8.60005142611571
31,8.361844540828402
32,9.61991885311408
33,8.566754342487965
34,7.6059578723110945
35,6.4124009061974006
36,7.948310208128067
37,6.403269626962894
38,8.686044447213437
39,7.140052903431199
40,6.680351919531191
41,7.7406853931407875
42,9.001722696134351
43,8.201845685020936
44,6.198312183057913
45,8.216351026280595
46,8.9667444133585
47,7.3142245231920615
48,8.319894194140346
49,6.122569574575982
50,7.578055768198066
51,8.181094331700058
52,8.443046781529493
53,7.85164087823351
54,7.9128612410417825
55,7.999316046467642
56,7.863264842657708
57,9.490752118671082
58,7.672565879519929
59,7.193676034857473
60,7.531008117894214
61,7.607185722775699
62,7.510300984649651
63,8.402319491982768
64,8.161951176124454
65,8.527437656421228
66,8.525621035036838
67,6.9138916407581315
68,7.557529850659111
69,6.6129421160751685
70,7.803517631562883
71,7.042179964885674
72,7.569640360424575
73,9.000443242812226
74,7.008923655342098
75,6.3818248101897375
76,6.605179439450088
77,6.305886291311554
78,8.969360066438151
79,8.178324504740809
80,6.564024978707122
81,8.243659350000254
82,6.9930859574019175
83,6.936324574003611
84,6.363703245397579
85,7.595830080404207
86,7.808878524779815
87,8.429085745395609
88,7.026630394802654
89,6.178280581693887
90,6.9187419354108854
91,6.875696577579664
92,6.040352206034159
93,6.58663971985448
94,6.421765792844882
95,6.845251916557167
96,8.259533730043362
97,6.648783969439561
98,8.219425529867706
99,7.830004074002724
100,7.181526521033742
101,8.123098840419413
102,8.470017394282516
103,7.897718550292604
104,8.22909008469165
105,7.688113080166619
106,7.5976212246461925
107,7.528905735936694
108,8.67620910269888
109,7.352296472207145
110,6.72254092271424
111,6.3846314288494685
112,7.9908306961084765
113,6.719115677131567
114,6.634869282106514
115,6.299539707387286
116,6.325864824754739
117,8.615847057718119
118,6.352793497050035
119,6.7674304312484015
120,6.671634050562924
121,9.198273616047222
122,6.508525466444583
123,9.320940910150412
124,7.661293996138755
125,8.064465219892377
126,7.438473811379203
127,8.200746109216713
128,7.183829208333718
129,6.706960116881784
130,8.28462466128789
131,7.264919746903516
132,8.389191013700326
133,8.056044330940669
134,9.829715950632515
135,6.609611271061882
136,7.441223179163575
137,9.244486055737205
138,7.608115101534211
139,6.771538670354457
140,8.565611397818001
141,7.042767725368944
142,7.537952722014808
143,8.406711703725552
144,7.943026479266942
145,9.171896163188638
146,6.850160731925775
147,8.40058536075625
148,6.71956496688048
149,6.463824722351152
150,7.605669012038001
151,6.659501629520273
152,9.49609143852399
153,8.70358892913017
154,6.686282305609312
155,6.6037191725287165
156,6.7706242945210775
157,7.729473593180932
158,7.420347981617644
159,7.092218567162427
160,6.957826502444843
161,7.507439675205903
162,8.29968726167019
163,8.524705757238449
164,6.705744470168568
165,6.3326052650848395
166,9.186310583773105
167,6.369473194201375
168,8.564060166957768
169,6.3731518106957346
170,6.95634267812094
171,8.743060162964635
172,8.064219644351361
173,9.665823265625033
174,7.072973149034885
175,7.791946110616376
176,8.352473665053308
177,7.347062921290274
178,7.188129447420159
179,7.828424422351907
180,8.574020991314498
181,6.594564676396928
182,8.706854366245093
183,7.239497691195435
184,6.146961584932639
185,6.864466656246363
186,6.2858132050291315
187,6.551519385891774
188,7.600117655935649
189,6.141360624456931
190,8.27257223313967
191,8.023300998922476
192,9.340770991368409
193,6.410836762478382
194,7.624443581358202
195,7.84615125481802
196,8.1742999787367
197,8.000142235148877
198,6.50594059251172
199,7.7660517715267385
200,7.823698869213433
201,7.828949743946254
202,7.066008460090968
203,6.550918924724976
204,9.74207858894505
205,8.136709977655057
206,9.87833572214834
207,9.54087675370367
208,8.431551688316722
209,7.324755031883286
210,8.735224152276253
211,7.845319266395426
212,7.310044771440942
213,7.872388274701703
214,7.857041247764199
215,7.011373004711088
216,7.632762614816578
217,7.106013087715467
218,6.642143628643817
219,6.859055710380902
220,7.954692834684009
221,8.525371459229218
222,7.466890256888993
223,6.280633192526864
224,8.020848797978422
225,8.159122287839859
226,7.953857269192005
227,8.02609696178003
228,7.099731649250176
229,8.842651651774675
230,8.329051164866488
231,8.929182594230475
232,6.5036434018687705
233,6.830502371903398
234,7.757026217894494
235,8.256163903367161
236,6.7076763838995905
237,6.602688107878372
238,6.5591172199540395
239,9.391220172216991
240,7.631678729774572
241,6.905449628438475
242,6.43839840411041
243,7.857655564710615
244,8.189590416143506
245,7.632058230604944
246,7.815931722430035
